code,school_rating_mean_1500,school_rating_std_1500,school_count_1500,school_rating_mean_1000,school_rating_std_1000,school_count_1000,school_rating_mean_500,school_rating_std_500,school_count_500,school_min
SE1 7BE,3.25,1.9317755451285632,38,2.8260869565217392,2.192179776823298,23,3.6,1.799073835801818,7,0.3120156964080808
SE1 7BF,3.0172413793103448,2.003045710468586,29,3.15,1.9965879986526105,12,3.5,0.0,1,0.3631015982327917
SE1 7BG,3.183333333333333,1.9641792178922979,36,2.9956521739130433,2.1130499845375526,23,3.255555555555555,2.0162534011819493,9,0.2348797774518357
SE1 7BH,3.0277777777777777,2.0140380349807714,36,3.072222222222222,2.060212883219355,18,3.8333333333333335,0.9451631252505218,3,0.1385881191457311
SE1 7BJ,3.3488372093023258,1.8542579176719642,43,3.038095238095238,2.083620932529761,21,3.4,1.9550504398153572,10,0.08447842189502275
SE1 7BL,3.295121951219513,1.8816151598443551,41,3.0105263157894733,2.192131062799674,19,3.7777777777777777,1.6414763002993507,9,0.10202709980956227
SE1 7BN,3.2649999999999997,1.8955480906857953,40,3.08,2.1561661883025036,20,3.7777777777777777,1.6414763002993507,9,0.07156030520188479
SE1 7BQ,2.93125,2.0927582509153306,32,3.1999999999999997,2.0324637981792177,12,2.6,2.2869193252058544,3,0.2651766024930794
SE1 7BT,3.4461538461538463,1.780722229860409,39,3.6842105263157894,1.5078546783407716,19,3.233333333333333,2.804163571073081,3,0.1311983657259837
SE1 7BU,3.3488372093023258,1.8542579176719642,43,3.038095238095238,2.083620932529761,21,3.7777777777777777,1.6414763002993507,9,0.11737189690098021
SE1 7BW,3.295121951219513,1.8816151598443551,41,3.0105263157894733,2.192131062799674,19,3.7777777777777777,1.6414763002993507,9,0.10294095607126856
SE1 7BX,3.3309523809523816,1.8729770349064283,42,3.0105263157894733,2.192131062799674,19,3.4,1.9550504398153572,10,0.11723450993599928
SE1 7BY,3.3232558139534887,1.851233463872942,43,3.038095238095238,2.083620932529761,21,3.7777777777777777,1.6414763002993507,9,0.10912098623522591
SE1 7BZ,3.304761904761905,1.8696487711048417,42,3.038095238095238,2.083620932529761,21,3.7777777777777777,1.6414763002993507,9,0.12288006609776113
SE1 7DA,3.3282051282051284,1.8449003279237093,39,3.038095238095238,2.083620932529761,21,3.742857142857143,1.8210410418742562,7,0.14547034312303275
SE1 7DB,3.194871794871795,1.8962495835545763,39,2.968421052631579,2.159231507216025,19,3.7571428571428567,1.830170431824263,7,0.130050641284805
SE1 7DD,3.241025641025641,1.9202135227649677,39,3.238095238095238,1.9762277678638642,21,3.742857142857143,1.8210410418742562,7,0.15717285507375728
SE1 7DE,3.2976190476190474,1.8732374603992346,42,3.185,2.0121407819324646,20,3.742857142857143,1.8210410418742562,7,0.16884803887229152
SE1 7DF,3.3390243902439027,1.8030360574293138,41,3.19,2.014918047177628,20,3.742857142857143,1.8210410418742562,7,0.11782375132231843
